date,subdivision,certificate_type,processing_time,status
2024-08-04 12:58:45.818162,North,Death,14,Issued
2024-08-06 12:58:45.818180,East,Domicile,18,Pending
2024-08-14 12:58:45.818198,North,Caste,16,Issued
2024-08-06 12:58:45.818218,South,Caste,24,Issued
2024-08-19 12:58:45.818236,Central,Income,8,Pending
2024-08-19 12:58:45.818255,North,Death,19,Issued
2024-08-19 12:58:45.818274,East,Domicile,17,Pending
2024-08-09 12:58:45.818292,South,Domicile,4,Issued
2024-08-07 12:58:45.818311,West,Marriage,5,Issued
2024-08-08 12:58:45.818329,South,Death,13,Pending
2024-08-14 12:58:45.818348,South,Death,15,Pending
2024-08-13 12:58:45.818366,East,Birth,19,Pending
2024-08-17 12:58:45.818385,South,Income,18,Pending
2024-08-22 12:58:45.818403,Central,Caste,24,Pending
2024-08-11 12:58:45.818422,South,Caste,21,Pending
2024-08-07 12:58:45.818440,Central,Domicile,19,Issued
2024-08-30 12:58:45.818459,West,Birth,5,Pending
2024-08-22 12:58:45.818478,South,Death,20,Issued
2024-08-18 12:58:45.818496,East,Caste,16,Issued
2024-08-06 12:58:45.818515,Central,Domicile,1,Pending
2024-08-26 12:58:45.818533,North,Death,7,Issued
2024-08-30 12:58:45.818553,North,Domicile,14,Issued
2024-08-19 12:58:45.818571,East,Income,23,Issued
2024-08-01 12:58:45.818590,East,Caste,21,Pending
2024-08-30 12:58:45.818608,East,Birth,18,Pending
2024-08-21 12:58:45.818632,South,Birth,10,Rejected
2024-08-07 12:58:45.818651,North,Caste,29,Issued
2024-08-01 12:58:45.818669,West,Caste,22,Issued
2024-08-12 12:58:45.818688,Central,Income,13,Issued
2024-08-27 12:58:45.818706,East,Marriage,27,Issued
2024-08-25 12:58:45.818725,West,Domicile,7,Issued
2024-08-30 12:58:45.818744,East,Caste,23,Issued
2024-08-17 12:58:45.818762,Central,Marriage,7,Issued
2024-08-01 12:58:45.818781,East,Marriage,18,Issued
2024-08-08 12:58:45.818799,North,Birth,22,Issued
2024-08-14 12:58:45.818818,West,Birth,17,Pending
2024-08-30 12:58:45.818836,West,Marriage,28,Issued
2024-08-19 12:58:45.818856,West,Birth,17,Pending
2024-08-09 12:58:45.818874,North,Marriage,3,Rejected
2024-08-22 12:58:45.818898,West,Marriage,27,Pending
2024-08-10 12:58:45.818916,North,Death,15,Issued
2024-08-01 12:58:45.818934,North,Caste,2,Pending
2024-08-26 12:58:45.818953,Central,Birth,27,Issued
2024-08-29 12:58:45.818975,South,Income,6,Issued
2024-08-15 12:58:45.818997,West,Caste,13,Issued
2024-08-23 12:58:45.819015,North,Birth,15,Rejected
2024-08-16 12:58:45.819034,East,Marriage,3,Issued
2024-08-10 12:58:45.819054,Central,Birth,2,Issued
2024-08-15 12:58:45.819073,West,Birth,26,Issued
2024-08-27 12:58:45.819091,Central,Birth,26,Pending
2024-08-13 12:58:45.819110,North,Marriage,16,Issued
2024-08-27 12:58:45.819129,North,Income,1,Issued
2024-08-23 12:58:45.819150,West,Death,19,Pending
2024-08-20 12:58:45.819170,West,Death,18,Issued
2024-08-13 12:58:45.819189,East,Birth,11,Pending
2024-08-09 12:58:45.819207,West,Death,22,Issued
2024-08-07 12:58:45.819225,North,Death,19,Issued
2024-08-09 12:58:45.819247,North,Domicile,4,Pending
2024-08-04 12:58:45.819267,North,Caste,22,Rejected
2024-08-15 12:58:45.819285,South,Income,1,Issued
2024-08-14 12:58:45.819304,South,Income,20,Issued
2024-08-22 12:58:45.819322,North,Income,10,Pending
2024-08-09 12:58:45.819342,South,Domicile,18,Issued
2024-08-11 12:58:45.819360,South,Birth,14,Issued
2024-08-26 12:58:45.819382,South,Marriage,22,Issued
2024-08-26 12:58:45.819404,West,Domicile,7,Issued
2024-08-04 12:58:45.819425,Central,Income,8,Rejected
2024-08-25 12:58:45.819444,West,Domicile,14,Pending
2024-08-20 12:58:45.819463,South,Birth,13,Issued
2024-08-26 12:58:45.819482,North,Domicile,29,Issued
2024-08-13 12:58:45.819505,Central,Income,29,Issued
2024-08-25 12:58:45.819523,West,Birth,11,Issued
2024-08-09 12:58:45.819556,South,Death,23,Pending
2024-08-26 12:58:45.819574,North,Domicile,1,Issued
2024-08-18 12:58:45.819593,Central,Caste,14,Issued
2024-08-12 12:58:45.819611,North,Birth,13,Pending
2024-08-30 12:58:45.819631,West,Domicile,29,Issued
2024-08-19 12:58:45.819651,Central,Birth,26,Issued
2024-08-02 12:58:45.819671,Central,Domicile,5,Issued
2024-08-25 12:58:45.819689,West,Domicile,1,Issued
2024-08-03 12:58:45.819707,West,Domicile,16,Pending
2024-08-10 12:58:45.819728,West,Caste,12,Issued
2024-08-01 12:58:45.819746,East,Birth,7,Issued
2024-08-26 12:58:45.819765,East,Marriage,17,Issued
2024-08-10 12:58:45.819784,North,Marriage,19,Rejected
2024-08-13 12:58:45.819808,Central,Marriage,29,Issued
2024-08-30 12:58:45.819827,East,Domicile,6,Pending
2024-08-25 12:58:45.819845,North,Income,5,Issued
2024-08-15 12:58:45.819864,South,Caste,14,Issued
2024-08-05 12:58:45.819882,Central,Income,2,Issued
2024-08-23 12:58:45.819903,South,Birth,16,Issued
2024-08-05 12:58:45.819924,North,Domicile,23,Issued
2024-08-18 12:58:45.819943,East,Birth,24,Pending
2024-08-30 12:58:45.819961,Central,Domicile,21,Issued
2024-08-30 12:58:45.819985,South,Caste,28,Issued
2024-08-08 12:58:45.820003,North,Caste,15,Issued
2024-08-10 12:58:45.820022,East,Income,27,Issued
2024-08-12 12:58:45.820040,North,Caste,1,Issued
2024-08-08 12:58:45.820058,Central,Caste,2,Pending
2024-08-29 12:58:45.820077,North,Income,27,Issued
2024-08-15 12:58:45.820095,South,Birth,4,Issued
2024-08-04 12:58:45.820119,Central,Income,20,Issued
2024-08-05 12:58:45.820138,West,Birth,8,Issued
2024-08-03 12:58:45.820158,Central,Birth,22,Issued
2024-08-04 12:58:45.820179,West,Death,28,Issued
2024-08-14 12:58:45.820202,Central,Birth,7,Pending
2024-08-22 12:58:45.820221,East,Income,10,Issued
2024-08-13 12:58:45.820239,North,Marriage,29,Rejected
2024-08-06 12:58:45.820257,South,Domicile,23,Issued
2024-08-10 12:58:45.820278,East,Marriage,27,Issued
2024-08-23 12:58:45.820296,North,Caste,12,Pending
2024-08-04 12:58:45.820314,South,Marriage,4,Issued
2024-08-20 12:58:45.820333,West,Death,9,Pending
2024-08-05 12:58:45.820351,Central,Death,11,Issued
2024-08-28 12:58:45.820370,East,Caste,1,Pending
2024-08-01 12:58:45.820388,West,Marriage,20,Pending
2024-08-12 12:58:45.820407,South,Death,6,Pending
2024-08-21 12:58:45.820425,Central,Caste,20,Issued
2024-08-03 12:58:45.820446,South,Birth,27,Issued
2024-08-20 12:58:45.820464,North,Death,25,Pending
2024-08-23 12:58:45.820482,East,Domicile,25,Pending
2024-08-03 12:58:45.820501,South,Marriage,28,Rejected
2024-08-24 12:58:45.820519,East,Marriage,20,Issued
2024-08-21 12:58:45.820538,South,Death,10,Issued
2024-08-25 12:58:45.820556,East,Domicile,10,Issued
2024-08-24 12:58:45.820574,Central,Caste,3,Issued
2024-08-30 12:58:45.820593,Central,Caste,6,Pending
2024-08-05 12:58:45.820610,West,Domicile,3,Issued
2024-08-23 12:58:45.820629,West,Domicile,5,Pending
2024-08-09 12:58:45.820648,North,Caste,6,Rejected
2024-08-12 12:58:45.820666,East,Death,23,Rejected
2024-08-12 12:58:45.820685,South,Death,13,Pending
2024-08-20 12:58:45.820703,South,Income,26,Issued
2024-08-29 12:58:45.820722,West,Income,21,Issued
2024-08-24 12:58:45.820739,West,Domicile,27,Issued
2024-08-27 12:58:45.820759,South,Caste,15,Pending
2024-08-24 12:58:45.820777,North,Domicile,23,Pending
2024-08-25 12:58:45.820796,South,Birth,28,Pending
2024-08-26 12:58:45.820815,South,Death,26,Issued
2024-08-29 12:58:45.820833,North,Death,7,Issued
2024-08-15 12:58:45.820852,North,Birth,9,Issued
2024-08-17 12:58:45.820873,West,Death,22,Issued
2024-08-19 12:58:45.820897,West,Domicile,7,Issued
2024-08-27 12:58:45.820915,Central,Birth,5,Issued
2024-08-16 12:58:45.820934,West,Death,7,Pending
2024-08-18 12:58:45.820952,South,Domicile,21,Issued
2024-08-21 12:58:45.820970,North,Income,19,Issued
2024-08-04 12:58:45.820989,East,Caste,5,Issued
2024-08-06 12:58:45.821008,Central,Marriage,9,Issued
2024-08-17 12:58:45.821027,West,Marriage,5,Pending
2024-08-03 12:58:45.821045,South,Birth,29,Pending
2024-08-13 12:58:45.821065,Central,Birth,20,Pending
2024-08-09 12:58:45.821083,East,Domicile,25,Issued
2024-08-09 12:58:45.821101,Central,Birth,6,Issued
2024-08-18 12:58:45.821120,East,Death,15,Issued
2024-08-09 12:58:45.821138,North,Domicile,7,Pending
2024-08-04 12:58:45.821158,West,Birth,16,Issued
2024-08-22 12:58:45.821176,Central,Marriage,29,Issued
2024-08-10 12:58:45.821195,Central,Marriage,5,Pending
2024-08-02 12:58:45.821213,South,Caste,22,Issued
2024-08-18 12:58:45.821233,North,Death,28,Issued
2024-08-06 12:58:45.821252,North,Death,6,Rejected
2024-08-02 12:58:45.821270,West,Caste,27,Issued
2024-08-16 12:58:45.821290,Central,Income,7,Pending
2024-08-14 12:58:45.821308,North,Caste,26,Issued
2024-08-09 12:58:45.821327,East,Income,14,Issued
2024-08-14 12:58:45.821345,North,Income,19,Issued
2024-08-29 12:58:45.821363,East,Death,6,Issued
2024-08-03 12:58:45.821382,East,Death,4,Issued
2024-08-12 12:58:45.821400,West,Income,1,Pending
2024-08-13 12:58:45.821419,East,Death,5,Pending
2024-08-11 12:58:45.821437,Central,Marriage,23,Issued
2024-08-12 12:58:45.821456,Central,Domicile,8,Issued
2024-08-01 12:58:45.821474,Central,Death,24,Issued
2024-08-20 12:58:45.821492,North,Income,16,Issued
2024-08-18 12:58:45.821511,East,Birth,29,Issued
2024-08-17 12:58:45.821529,South,Income,14,Issued
2024-08-07 12:58:45.821547,Central,Domicile,22,Issued
2024-08-07 12:58:45.821566,East,Death,20,Issued
2024-08-04 12:58:45.821584,South,Death,17,Pending
2024-08-18 12:58:45.821602,Central,Income,26,Pending
2024-08-04 12:58:45.821620,North,Caste,19,Issued
2024-08-11 12:58:45.821639,South,Caste,17,Pending
2024-08-01 12:58:45.821658,West,Income,2,Issued
2024-08-05 12:58:45.821675,South,Death,3,Pending
2024-08-28 12:58:45.821695,East,Caste,15,Rejected
2024-08-21 12:58:45.821713,South,Income,28,Issued
2024-08-14 12:58:45.821733,East,Birth,8,Issued
2024-08-15 12:58:45.821751,South,Income,1,Pending
2024-08-19 12:58:45.821770,Central,Caste,10,Issued
2024-08-27 12:58:45.821788,South,Caste,7,Issued
2024-08-19 12:58:45.821806,East,Income,1,Pending
2024-08-29 12:58:45.821824,Central,Birth,24,Rejected
2024-08-15 12:58:45.821843,North,Death,6,Issued
2024-08-12 12:58:45.821861,South,Caste,24,Issued
2024-08-26 12:58:45.821879,West,Caste,9,Issued
2024-08-16 12:58:45.821897,East,Income,21,Issued
2024-08-15 12:58:45.821929,Central,Income,27,Issued
2024-08-05 12:58:45.821949,North,Caste,28,Rejected
2024-08-16 12:58:45.821967,North,Death,22,Issued
2024-08-22 12:58:45.821997,Central,Domicile,26,Pending
2024-08-09 12:58:45.822015,South,Domicile,16,Issued
2024-08-06 12:58:45.822034,East,Marriage,12,Issued
2024-08-01 12:58:45.822055,Central,Domicile,6,Pending
2024-08-06 12:58:45.822073,South,Caste,7,Issued
2024-08-13 12:58:45.822092,West,Death,5,Issued
2024-08-15 12:58:45.822111,North,Death,24,Pending
2024-08-30 12:58:45.822132,North,Caste,14,Issued
2024-08-11 12:58:45.822151,East,Marriage,11,Pending
2024-08-05 12:58:45.822172,East,Birth,4,Issued
2024-08-15 12:58:45.822191,South,Marriage,6,Issued
2024-08-14 12:58:45.822209,Central,Death,24,Issued
2024-08-03 12:58:45.822228,North,Income,13,Rejected
2024-08-27 12:58:45.822246,East,Marriage,12,Issued
2024-08-20 12:58:45.822265,Central,Domicile,16,Pending
2024-08-07 12:58:45.822283,South,Death,29,Pending
2024-08-06 12:58:45.822302,North,Income,18,Issued
2024-08-18 12:58:45.822334,West,Marriage,11,Issued
2024-08-23 12:58:45.822356,Central,Domicile,24,Issued
2024-08-27 12:58:45.822375,South,Birth,11,Pending
2024-08-08 12:58:45.822394,North,Domicile,29,Pending
2024-08-13 12:58:45.822412,East,Birth,9,Pending
2024-08-10 12:58:45.822430,North,Birth,12,Issued
2024-08-06 12:58:45.822450,Central,Marriage,19,Pending
2024-08-18 12:58:45.822468,South,Domicile,25,Issued
2024-08-09 12:58:45.822491,West,Income,8,Pending
2024-08-02 12:58:45.822510,West,Income,18,Pending
2024-08-25 12:58:45.822528,West,Income,8,Issued
2024-08-14 12:58:45.822546,Central,Caste,23,Pending
2024-08-07 12:58:45.822564,Central,Income,13,Issued
2024-08-09 12:58:45.822583,Central,Domicile,2,Issued
2024-08-20 12:58:45.822601,East,Marriage,14,Pending
2024-08-25 12:58:45.822620,North,Caste,21,Issued
2024-08-01 12:58:45.822638,East,Marriage,20,Pending
2024-08-15 12:58:45.822657,West,Death,5,Issued
2024-08-28 12:58:45.822675,West,Death,29,Issued
2024-08-08 12:58:45.822693,Central,Death,20,Issued
2024-08-30 12:58:45.822714,North,Caste,12,Issued
2024-08-11 12:58:45.822732,Central,Birth,22,Rejected
2024-08-13 12:58:45.822751,Central,Marriage,8,Pending
2024-08-09 12:58:45.822770,West,Death,27,Issued
2024-08-29 12:58:45.822789,East,Death,13,Pending
2024-08-07 12:58:45.822808,South,Income,27,Pending
2024-08-24 12:58:45.822825,Central,Caste,20,Issued
2024-08-17 12:58:45.822845,South,Domicile,24,Rejected
2024-08-16 12:58:45.822863,Central,Marriage,17,Pending
2024-08-05 12:58:45.822882,West,Income,2,Issued
2024-08-03 12:58:45.822900,West,Marriage,26,Pending
2024-08-26 12:58:45.822924,Central,Marriage,4,Issued
2024-08-22 12:58:45.822943,North,Marriage,28,Pending
2024-08-29 12:58:45.822962,West,Income,3,Pending
2024-08-04 12:58:45.822981,South,Domicile,18,Pending
2024-08-21 12:58:45.822999,East,Marriage,22,Rejected
2024-08-24 12:58:45.823018,North,Death,6,Issued
2024-08-20 12:58:45.823037,Central,Death,9,Pending
2024-08-16 12:58:45.823056,West,Death,25,Pending
2024-08-16 12:58:45.823075,East,Income,25,Pending
2024-08-20 12:58:45.823093,Central,Domicile,10,Issued
2024-08-06 12:58:45.823112,South,Birth,5,Pending
2024-08-10 12:58:45.823130,Central,Caste,15,Issued
2024-08-18 12:58:45.823149,East,Marriage,17,Issued
2024-08-05 12:58:45.823167,East,Domicile,20,Issued
2024-08-15 12:58:45.823186,East,Income,24,Pending
2024-08-14 12:58:45.823205,West,Caste,17,Pending
2024-08-26 12:58:45.823224,East,Marriage,5,Issued
2024-08-26 12:58:45.823243,West,Income,10,Issued
2024-08-28 12:58:45.823261,East,Domicile,16,Pending
2024-08-30 12:58:45.823279,Central,Caste,2,Rejected
2024-08-07 12:58:45.823298,East,Caste,27,Issued
2024-08-27 12:58:45.823317,West,Death,20,Pending
2024-08-03 12:58:45.823336,East,Caste,7,Issued
2024-08-06 12:58:45.823354,Central,Caste,13,Issued
2024-08-27 12:58:45.823373,West,Income,20,Issued
2024-08-17 12:58:45.823396,West,Death,6,Rejected
2024-08-29 12:58:45.823416,East,Caste,26,Issued
2024-08-03 12:58:45.823434,Central,Marriage,2,Issued
2024-08-01 12:58:45.823452,West,Domicile,29,Rejected
2024-08-21 12:58:45.823471,West,Income,19,Issued
2024-08-18 12:58:45.823490,Central,Caste,4,Issued
2024-08-18 12:58:45.823508,South,Caste,18,Pending
2024-08-01 12:58:45.823527,South,Birth,22,Issued
2024-08-29 12:58:45.823548,North,Domicile,5,Pending
2024-08-17 12:58:45.823568,West,Domicile,6,Issued
2024-08-20 12:58:45.823586,Central,Birth,13,Issued
2024-08-20 12:58:45.823606,North,Death,3,Pending
2024-08-13 12:58:45.823625,West,Marriage,2,Issued
2024-08-06 12:58:45.823643,South,Income,6,Pending
2024-08-01 12:58:45.823662,South,Death,9,Pending
2024-08-10 12:58:45.823680,Central,Birth,3,Pending
2024-08-08 12:58:45.823699,North,Income,23,Rejected
2024-08-07 12:58:45.823717,South,Caste,1,Rejected
2024-08-12 12:58:45.823736,East,Marriage,16,Pending
2024-08-05 12:58:45.823755,West,Income,5,Issued
2024-08-01 12:58:45.823773,East,Domicile,26,Pending
2024-08-06 12:58:45.823791,North,Marriage,1,Rejected
2024-08-16 12:58:45.823809,West,Marriage,27,Rejected
2024-08-26 12:58:45.823828,North,Caste,16,Issued
2024-08-29 12:58:45.823846,East,Caste,1,Rejected
2024-08-25 12:58:45.823865,South,Death,19,Rejected
2024-08-16 12:58:45.823883,South,Marriage,21,Issued
2024-08-16 12:58:45.823902,Central,Death,14,Issued
2024-08-28 12:58:45.823921,North,Income,14,Issued
2024-08-09 12:58:45.823939,South,Death,13,Issued
2024-08-09 12:58:45.823959,Central,Domicile,24,Pending
2024-08-21 12:58:45.823977,East,Marriage,12,Issued
2024-08-05 12:58:45.823995,Central,Income,23,Pending
2024-08-13 12:58:45.824014,West,Income,15,Pending
2024-08-29 12:58:45.824032,South,Domicile,11,Pending
2024-08-13 12:58:45.824050,West,Death,14,Issued
2024-08-30 12:58:45.824069,West,Income,19,Issued
2024-08-01 12:58:45.824087,West,Income,22,Rejected
2024-08-27 12:58:45.824105,Central,Caste,28,Rejected
2024-08-28 12:58:45.824123,North,Income,21,Pending
2024-08-15 12:58:45.824142,North,Death,25,Issued
2024-08-25 12:58:45.824160,South,Death,21,Issued
2024-08-29 12:58:45.824179,South,Caste,28,Rejected
2024-08-05 12:58:45.824197,North,Domicile,4,Pending
2024-08-18 12:58:45.824216,South,Income,2,Issued
2024-08-11 12:58:45.824235,Central,Death,25,Issued
2024-08-21 12:58:45.824253,East,Income,12,Issued
2024-08-02 12:58:45.824272,Central,Birth,29,Pending
2024-08-09 12:58:45.824290,South,Death,4,Issued
2024-08-14 12:58:45.824310,South,Birth,5,Issued
2024-08-23 12:58:45.824328,West,Marriage,18,Rejected
2024-08-21 12:58:45.824351,Central,Domicile,29,Pending
2024-08-26 12:58:45.824370,West,Income,3,Issued
2024-08-18 12:58:45.824389,East,Marriage,2,Issued
2024-08-02 12:58:45.824408,North,Death,6,Issued
2024-08-17 12:58:45.824426,South,Caste,6,Issued
2024-08-17 12:58:45.824446,East,Income,14,Rejected
2024-08-14 12:58:45.824467,Central,Death,12,Pending
2024-08-28 12:58:45.824486,Central,Death,27,Issued
2024-08-17 12:58:45.824504,West,Death,19,Pending
2024-08-22 12:58:45.824523,Central,Birth,9,Issued
2024-08-25 12:58:45.824542,West,Domicile,8,Issued
2024-08-16 12:58:45.824560,East,Death,21,Rejected
2024-08-30 12:58:45.824578,East,Marriage,18,Pending
2024-08-20 12:58:45.824597,West,Caste,22,Rejected
2024-08-05 12:58:45.824616,East,Income,11,Issued
2024-08-24 12:58:45.824635,North,Birth,19,Pending
2024-08-21 12:58:45.824653,West,Caste,19,Issued
2024-08-02 12:58:45.824672,West,Death,1,Issued
2024-08-29 12:58:45.824690,East,Income,9,Issued
2024-08-03 12:58:45.824709,North,Caste,7,Issued
2024-08-14 12:58:45.824727,South,Caste,14,Pending
2024-08-17 12:58:45.824746,South,Death,17,Rejected
2024-08-01 12:58:45.824764,South,Income,19,Issued
2024-08-02 12:58:45.824782,North,Marriage,8,Pending
2024-08-09 12:58:45.824800,West,Domicile,12,Issued
2024-08-30 12:58:45.824818,West,Death,12,Rejected
2024-08-20 12:58:45.824838,West,Marriage,17,Issued
2024-08-06 12:58:45.824856,North,Death,9,Issued
2024-08-11 12:58:45.824874,East,Income,25,Pending
2024-08-29 12:58:45.824893,East,Domicile,4,Pending
2024-08-12 12:58:45.824911,North,Caste,15,Issued
2024-08-06 12:58:45.824929,Central,Birth,1,Issued
2024-08-20 12:58:45.824947,Central,Marriage,7,Issued
2024-08-12 12:58:45.824967,North,Income,11,Issued
2024-08-03 12:58:45.824985,Central,Death,26,Pending
2024-08-15 12:58:45.825004,North,Income,6,Pending
2024-08-09 12:58:45.825022,South,Death,26,Pending
2024-08-18 12:58:45.825040,South,Income,20,Rejected
2024-08-26 12:58:45.825059,South,Birth,1,Pending
2024-08-13 12:58:45.825076,West,Income,6,Rejected
2024-08-30 12:58:45.825096,Central,Marriage,1,Rejected
2024-08-22 12:58:45.825114,West,Domicile,27,Issued
2024-08-08 12:58:45.825132,North,Domicile,24,Issued
2024-08-16 12:58:45.825151,West,Caste,21,Pending
2024-08-23 12:58:45.825168,Central,Income,28,Issued
2024-08-25 12:58:45.825187,North,Domicile,8,Issued
2024-08-27 12:58:45.825205,Central,Caste,16,Issued
2024-08-09 12:58:45.825225,South,Income,27,Issued
2024-08-08 12:58:45.825243,West,Domicile,29,Pending
2024-08-23 12:58:45.825261,West,Marriage,28,Issued
2024-08-02 12:58:45.825280,Central,Marriage,17,Pending
2024-08-18 12:58:45.825297,West,Domicile,9,Rejected
2024-08-26 12:58:45.825316,South,Death,11,Issued
2024-08-22 12:58:45.825334,South,Income,6,Issued
2024-08-16 12:58:45.825354,Central,Birth,22,Issued
2024-08-17 12:58:45.825375,North,Death,22,Pending
2024-08-13 12:58:45.825394,North,Domicile,10,Issued
2024-08-27 12:58:45.825412,East,Marriage,13,Pending
2024-08-02 12:58:45.825430,Central,Domicile,19,Issued
2024-08-10 12:58:45.825449,North,Birth,10,Pending
2024-08-21 12:58:45.825469,Central,Marriage,13,Pending
2024-08-29 12:58:45.825488,North,Death,22,Issued
2024-08-22 12:58:45.825506,Central,Birth,3,Pending
2024-08-03 12:58:45.825527,East,Income,21,Issued
2024-08-12 12:58:45.825545,West,Birth,1,Issued
2024-08-12 12:58:45.825563,East,Income,19,Issued
2024-08-19 12:58:45.825582,North,Caste,14,Issued
2024-08-05 12:58:45.825601,East,Birth,4,Issued
2024-08-29 12:58:45.825620,West,Death,28,Pending
2024-08-21 12:58:45.825638,Central,Caste,28,Issued
2024-08-14 12:58:45.825658,East,Domicile,12,Pending
2024-08-16 12:58:45.825676,South,Income,10,Rejected
2024-08-25 12:58:45.825695,North,Marriage,13,Issued
2024-08-12 12:58:45.825713,West,Marriage,26,Issued
2024-08-15 12:58:45.825737,Central,Death,12,Pending
2024-08-17 12:58:45.825756,South,Income,3,Pending
2024-08-06 12:58:45.825774,North,Caste,14,Issued
2024-08-26 12:58:45.825793,South,Domicile,26,Pending
2024-08-02 12:58:45.825811,Central,Birth,14,Pending
2024-08-20 12:58:45.825831,West,Domicile,29,Issued
2024-08-28 12:58:45.825849,East,Income,9,Pending
2024-08-08 12:58:45.825868,Central,Caste,22,Pending
2024-08-28 12:58:45.825888,West,Income,29,Issued
2024-08-25 12:58:45.825907,South,Marriage,23,Issued
2024-08-27 12:58:45.825927,South,Birth,11,Issued
2024-08-25 12:58:45.825946,Central,Marriage,23,Issued
2024-08-03 12:58:45.825965,South,Domicile,23,Issued
2024-08-30 12:58:45.825988,South,Birth,21,Issued
2024-08-07 12:58:45.826007,South,Caste,17,Issued
2024-08-28 12:58:45.826025,North,Domicile,21,Pending
2024-08-06 12:58:45.826044,East,Income,23,Pending
2024-08-24 12:58:45.826062,East,Income,15,Issued
2024-08-18 12:58:45.826081,South,Income,13,Issued
2024-08-23 12:58:45.826099,South,Domicile,27,Issued
2024-08-22 12:58:45.826119,South,Caste,23,Pending
2024-08-02 12:58:45.826137,South,Domicile,1,Pending
2024-08-09 12:58:45.826155,West,Caste,13,Issued
2024-08-16 12:58:45.826175,Central,Marriage,25,Issued
2024-08-10 12:58:45.826193,East,Death,15,Issued
2024-08-19 12:58:45.826212,North,Death,1,Issued
2024-08-03 12:58:45.826230,South,Caste,7,Issued
2024-08-18 12:58:45.826250,East,Caste,1,Issued
2024-08-04 12:58:45.826268,South,Birth,24,Issued
2024-08-12 12:58:45.826287,South,Income,2,Pending
2024-08-04 12:58:45.826306,North,Birth,5,Issued
2024-08-04 12:58:45.826324,South,Birth,20,Issued
2024-08-22 12:58:45.826342,West,Income,2,Pending
2024-08-11 12:58:45.826361,Central,Birth,12,Pending
2024-08-16 12:58:45.826381,South,Birth,29,Issued
2024-08-16 12:58:45.826400,West,Income,10,Pending
2024-08-21 12:58:45.826419,West,Birth,29,Issued
2024-08-11 12:58:45.826461,North,Income,5,Issued
2024-08-27 12:58:45.826486,Central,Marriage,4,Issued
2024-08-20 12:58:45.826506,East,Marriage,17,Pending
2024-08-27 12:58:45.826526,Central,Income,9,Issued
2024-08-05 12:58:45.826545,Central,Income,28,Pending
2024-08-01 12:58:45.826565,Central,Death,25,Issued
2024-08-27 12:58:45.826584,West,Caste,2,Issued
2024-08-24 12:58:45.826604,West,Birth,29,Issued
2024-08-25 12:58:45.826628,West,Birth,25,Pending
2024-08-28 12:58:45.826649,West,Birth,25,Pending
2024-08-18 12:58:45.826668,West,Domicile,6,Rejected
2024-08-09 12:58:45.826688,South,Domicile,22,Pending
2024-08-10 12:58:45.826706,Central,Caste,22,Pending
2024-08-21 12:58:45.826726,South,Income,11,Issued
2024-08-01 12:58:45.826745,West,Income,12,Pending
2024-08-12 12:58:45.826765,East,Domicile,21,Rejected
2024-08-15 12:58:45.826786,South,Caste,26,Issued
2024-08-11 12:58:45.826805,East,Caste,26,Issued
2024-08-10 12:58:45.826824,West,Domicile,20,Issued
2024-08-17 12:58:45.826874,East,Caste,1,Pending
2024-08-04 12:58:45.826899,West,Death,9,Rejected
2024-08-16 12:58:45.826918,Central,Death,26,Rejected
2024-08-23 12:58:45.826937,Central,Caste,11,Issued
2024-08-08 12:58:45.826956,South,Marriage,13,Issued
2024-08-14 12:58:45.826974,North,Caste,12,Issued
2024-08-17 12:58:45.826993,West,Income,17,Issued
2024-08-09 12:58:45.827012,West,Domicile,7,Issued
2024-08-16 12:58:45.827031,West,Marriage,14,Pending
2024-08-16 12:58:45.827050,East,Income,2,Issued
2024-08-03 12:58:45.827069,Central,Domicile,17,Pending
2024-08-10 12:58:45.827088,East,Birth,17,Issued
2024-08-20 12:58:45.827107,West,Birth,4,Rejected
2024-08-06 12:58:45.827126,South,Domicile,10,Issued
2024-08-20 12:58:45.827145,South,Income,16,Issued
2024-08-06 12:58:45.827163,East,Caste,27,Issued
2024-08-03 12:58:45.827183,Central,Birth,5,Pending
2024-08-26 12:58:45.827201,South,Death,27,Pending
2024-08-29 12:58:45.827220,West,Birth,4,Issued
2024-08-10 12:58:45.827239,North,Income,8,Pending
2024-08-21 12:58:45.827258,North,Birth,15,Rejected
2024-08-10 12:58:45.827276,Central,Domicile,9,Issued
2024-08-03 12:58:45.827295,Central,Caste,25,Issued
2024-08-08 12:58:45.827314,North,Death,14,Issued
2024-08-09 12:58:45.827332,South,Caste,14,Issued
2024-08-12 12:58:45.827351,South,Income,19,Issued
2024-08-22 12:58:45.827369,South,Marriage,5,Pending
2024-08-21 12:58:45.827388,Central,Income,7,Rejected
2024-08-01 12:58:45.827406,Central,Birth,7,Issued
2024-08-06 12:58:45.827425,East,Caste,10,Issued
2024-08-06 12:58:45.827444,Central,Caste,3,Issued
2024-08-01 12:58:45.827462,Central,Death,28,Issued
2024-08-27 12:58:45.827481,South,Marriage,6,Pending
2024-08-15 12:58:45.827499,East,Caste,26,Issued
2024-08-04 12:58:45.827519,North,Caste,5,Pending
2024-08-14 12:58:45.827538,West,Marriage,22,Issued
2024-08-25 12:58:45.827557,East,Death,15,Issued
2024-08-14 12:58:45.827576,West,Income,17,Pending
2024-08-30 12:58:45.827594,North,Marriage,9,Issued
2024-08-12 12:58:45.827614,East,Marriage,20,Rejected
